id,label,asin,title,average_rating,rating_number,price,color,dimensions,weight,model_number,date_first_available,screen_size,display_resolution,form_factor,operating_system,display_technology,model_name,ram_gb,storage_gb
product_B07TMSBMJ7,"oneplus 7 pro gm1910 256gb, 8gb, dual sim, 6.67 inch, 48mp main lens triple camera, gsm unlocked international model, no warranty (gold)",B07TMSBMJ7,"oneplus 7 pro gm1910 256gb, 8gb, dual sim, 6.67 inch, 48mp main lens triple camera, gsm unlocked international model, no warranty (gold)",4.5,40,,,7 x 3 x 2.5 inches,5.3 ounces,oneplus 7 pro,"june 21, 2019",6.67 inches,1440 x 3120,smartphone,,,,3.0,256.0
product_B07VPMFTHF,zanco tiny t1 world's smallest mini phone small phone bluetooth phone gsm mini phone with voice changer (with voice changer (limited stock available),B07VPMFTHF,zanco tiny t1 world's smallest mini phone small phone bluetooth phone gsm mini phone with voice changer (with voice changer (limited stock available),4.1,71,,black,1.85 x 0.83 x 0.47 inches,26.4 pounds,t1,"july 24, 2019",0.49 inches,64*32,bar,"no operating systerm ,is 2g gsm bar phone",oled,tiny t1,,32.0
product_B07V6J2MW5,"zte blade a530 5"" 16gb 4g android 8.0 pie factory unlocked (black)",B07V6J2MW5,"zte blade a530 5"" 16gb 4g android 8.0 pie factory unlocked (black)",3.6,10,,black,,10 ounces,,"july 10, 2019",5 inches,720 x 1440,smartphone,android 8.0,led,blade a530,,16.0
product_B008LVC6NO,lg cookie smart t375 white wifi touchscreen unlocked gsm dua,B008LVC6NO,lg cookie smart t375 white wifi touchscreen unlocked gsm dua,3.2,15,,white,,3.39 ounces,,"july 16, 2012",,,smartphone,,,,,
product_B003JK6G7Y,"htc droid incredible, black (verizon wireless)",B003JK6G7Y,"htc droid incredible, black (verizon wireless)",3.5,190,,black,4.63 x 2.3 x 0.47 inches,4.6 ounces,droid incredible,"april 26, 2010",,480x800 pixels,candy_bar,,,,7.0,
product_B0747RM15H,motorola moto c 4g lte unlocked xt1754 quad core 16gb android 7.0 dual sim 5 inch international version (fine gold),B0747RM15H,motorola moto c 4g lte unlocked xt1754 quad core 16gb android 7.0 dual sim 5 inch international version (fine gold),3.8,19,,fine gold,5.71 x 0.35 x 2.87 inches,5.3 ounces,moto c,"july 25, 2017",5 inches,,smartphone,android 7.0,led,moto c,1.0,16.0
product_B079TG651T,"motorola nexus 6 unlocked smartphone, 64gb - midnight blue (renewed)",B079TG651T,"motorola nexus 6 unlocked smartphone, 64gb - midnight blue (renewed)",3.1,14,,midnight blue,3.15 x 0.39 x 6.27 inches,13.2 ounces,,"february 14, 2018",5.9 inches,,smartphone,android,,nexus 6,64.0,64.0
product_B07THFLC8P,"xiaomi mi 9t (64gb, 6gb ram) 6.39"" amoled fhd + full screen display, 48mp triple camera, global 4g lte dual sim gsm factory unlocked - international version, no warranty (carbon black)",B07THFLC8P,"xiaomi mi 9t (64gb, 6gb ram) 6.39"" amoled fhd + full screen display, 48mp triple camera, global 4g lte dual sim gsm factory unlocked - international version, no warranty (carbon black)",4.5,572,,carbon black,0.35 x 2.89 x 6.17 inches,12.3 ounces,m1903f10g,"june 24, 2019",16.23 inches,2340 x 1080,smartphone,android,amoled,mi 9t,6.0,64.0
product_B08W75FJ5L,samsung galaxy note 20 256gb n980f/ds s-pen 6.7 inches triple camera gsm lte factory unlocked smartphone (international version) (mystic bronze) (renewed),B08W75FJ5L,samsung galaxy note 20 256gb n980f/ds s-pen 6.7 inches triple camera gsm lte factory unlocked smartphone (international version) (mystic bronze) (renewed),3.6,5,584.24,mystic bronze,6 x 4 x 2 inches,15.8 ounces,note20 (5g) 128gb n981,"february 8, 2021",6.7 inches,1920 x 1080,smartphone,android 10.0,amoled,note 20,8.0,256.0
product_B000HARRXQ,motorola v3i razr quad-band cell phone - unlocked,B000HARRXQ,motorola v3i razr quad-band cell phone - unlocked,3.4,17,,silver,,3.5 ounces,,"january 8, 2007",,,,,lcd,,,
product_B008LR0TYG,"blu tank t190q unlocked gsm quad-band phone with dual sim, vga camera, fm radio, mp3 player, flashlight and microsd slot - black/blue",B008LR0TYG,"blu tank t190q unlocked gsm quad-band phone with dual sim, vga camera, fm radio, mp3 player, flashlight and microsd slot - black/blue",3.1,30,,blue,4.4 x 0.59 x 1.8 inches,7.2 ounces,t190,"july 12, 2012",1.8 inches,,bar,,lcd,,,2.0
product_B08SWS4J4Q,"doogee rugged smartphone, s96 pro (official) cell phone unlocked, 8gb + 128gb, night vision camera, 48mp quad camera, 6350 mah, helio g90,ip68 waterproof smartphone gps/nfc/android 10 2021(green)",B08SWS4J4Q,"doogee rugged smartphone, s96 pro (official) cell phone unlocked, 8gb + 128gb, night vision camera, 48mp quad camera, 6350 mah, helio g90,ip68 waterproof smartphone gps/nfc/android 10 2021(green)",3.8,57,,green,6.57 x 3.2 x 0.61 inches,10.9 ounces,s96 pro,"march 11, 2021",6.2 inches,720 x 1520,smartphone,android 10.0,lcd,s96 pro,,128.0
product_B088WFCL6C,"moto g8 power lite (64gb, 4gb) 6.5"", dual sim gsm unlocked smartphone, 4g lte - international model (xt2055) - arctic blue",B088WFCL6C,"moto g8 power lite (64gb, 4gb) 6.5"", dual sim gsm unlocked smartphone, 4g lte - international model (xt2055) - arctic blue",4.2,129,,arctic blue,6 x 4 x 2 inches,12.4 ounces,xt2055-2,"may 19, 2020",6.5 inches,720 x 1600,smartphone,android,,,,64.0
product_B07ZTVNX3D,"blu g6-5.7"" hd display gsm unloked smartphone, 64gb+3gb ram -brown leather",B07ZTVNX3D,"blu g6-5.7"" hd display gsm unloked smartphone, 64gb+3gb ram -brown leather",4.0,344,,brown leather,6 x 4 x 0.5 inches,12 ounces,,"october 31, 2019",5.7 inches,,smartphone,android 9.0,,g6,64.0,64.0
product_B084J4VKD5,samsung galaxy s20+ plus (5g) 128gb sm-g986b/ds dual sim (gsm only | no cdma) factory unlocked smartphone - international version - cosmic black,B084J4VKD5,samsung galaxy s20+ plus (5g) 128gb sm-g986b/ds dual sim (gsm only | no cdma) factory unlocked smartphone - international version - cosmic black,4.2,155,,black,0.31 x 2.9 x 6.37 inches,3.53 ounces,sm-g986bzkdeub,"march 19, 2020",6.7 inches,1440 x 3200,slate,android 10.0,amoled,samsung galaxy s20+ plus,12.0,12.0
product_B000JE305E,"sony ericsson w850i unlocked cell phone with 2 mp camera, 3g, mp3/video player, memory stick pro duo slot-international version with no warranty (golden white)",B000JE305E,"sony ericsson w850i unlocked cell phone with 2 mp camera, 3g, mp3/video player, memory stick pro duo slot-international version with no warranty (golden white)",3.0,3,,white,3.85 x 1.85 x 0.8 inches,4.1 ounces,w850i,"november 1, 2005",,,slider,,,,,
product_B095YBT9GR,"wwj unlocked cell phone,note30 plus 5.0"" hd full screen 3g dual cards dual standby phone for android 6.1,face recognition,fingerprint unlock,512mb+4gb,128gb expansion(blue)",B095YBT9GR,"wwj unlocked cell phone,note30 plus 5.0"" hd full screen 3g dual cards dual standby phone for android 6.1,face recognition,fingerprint unlock,512mb+4gb,128gb expansion(blue)",2.6,16,,blue,,,,"may 27, 2021",5 inches,,,,,note30 plus,,128.0
product_B07XRPFWZV,verizon prepaid 4g smartphone - motxt20051pp motorola moto e6 - starry black - carrier locked to verizon prepaid,B07XRPFWZV,verizon prepaid 4g smartphone - motxt20051pp motorola moto e6 - starry black - carrier locked to verizon prepaid,3.9,328,75.0,black,9 x 7 x 2 inches,6 ounces,motxt20051pp,"september 11, 2019",5.5 inches,,smartphone,android 9.0,lcd,080-02-0271,2.0,16.0
product_B07TQBQBYR,moto z4 with alexa hands-free (moto 360 camera included) – unlocked smartphone – 128 gb – frost white,B07TQBQBYR,moto z4 with alexa hands-free (moto 360 camera included) – unlocked smartphone – 128 gb – frost white,4.4,861,,frost white,,1.3 pounds,paf60008us,"july 3, 2019",6.4 inches,,,android,,moto z4,,128.0
product_B0BG8QVR7B,"tcl 30 se unlocked cell phone, 128gb rom + 4gb ram android phone, 6.52"" hd display cell phone, smartphone with 50mp ai triple-camera, 5000mah battery, us version mobile phone, phone, atlantic blue",B0BG8QVR7B,"tcl 30 se unlocked cell phone, 128gb rom + 4gb ram android phone, 6.52"" hd display cell phone, smartphone with 50mp ai triple-camera, 5000mah battery, us version mobile phone, phone, atlantic blue",3.9,110,189.99,blue,,13.4 ounces,,"june 22, 2022",6.52 inches,720 x 1600,bar,android 12.0,,tcl 30se 4gb+128gb atlantic blue,4.0,128.0
product_B07LGDF34X,"blu vivo xi+ - 6.2"" full hd+ smartphone gsm unlocked and verizon compatible, 128gb+6gb ram, ai dual cameras -silver",B07LGDF34X,"blu vivo xi+ - 6.2"" full hd+ smartphone gsm unlocked and verizon compatible, 128gb+6gb ram, ai dual cameras -silver",4.0,1210,,silver,15.99 x 8.99 x 1 inches,0.023 ounces,848958036791,"december 18, 2018",6.2 inches,1920 x 1080,smartphone,android 9.0,,,,128.0
product_B09X1SHSNN,"doogee s98 smartphone, 6.3'' fhd+ waterdrop display rugged phone, 8gb+256gb android 12 cell phone, 64mp and 20mp night vision camera, smart rear display, ip68 waterproof rugged cell phone, nfc",B09X1SHSNN,"doogee s98 smartphone, 6.3'' fhd+ waterdrop display rugged phone, 8gb+256gb android 12 cell phone, 64mp and 20mp night vision camera, smart rear display, ip68 waterproof rugged cell phone, nfc",3.5,22,339.99,s98 orange,,11.3 ounces,s98,"april 1, 2022",6.3 inches,1920 x 1080,smartphone,android 12.0,,s98,8.0,256.0
product_B00UXUEMYM,blu dash 4.0 c d370u unlocked gsm dual-sim dual-core android smartphone - yellow,B00UXUEMYM,blu dash 4.0 c d370u unlocked gsm dual-sim dual-core android smartphone - yellow,3.2,2,,,4.99 x 0.44 x 2.57 inches,4.3 ounces,,"march 23, 2015",4 inches,,smartphone,android 4.4,,,,8.0
product_B09SLPN5J5,"panasonic cordless phone system, expandable home phone with call blocking, bilingual caller id and high-contrast display, 3 handset - kx-tgd613b (black) (renewed)",B09SLPN5J5,"panasonic cordless phone system, expandable home phone with call blocking, bilingual caller id and high-contrast display, 3 handset - kx-tgd613b (black) (renewed)",4.0,33,,black,5.04 x 4.04 x 3.5 inches,2.23 pounds,,"february 16, 2022",,,,,,,,
product_B0B7JKDDK6,"conquest s20 5g rugged smartphone unlocked cell phones android 11, 8g+256g,ip 68 waterproof 8000mah battery,ip68 waterproof,48mp quad camera,6.3 inch screen,dual sim,nfc,poc intercom(red, 256g)",B0B7JKDDK6,"conquest s20 5g rugged smartphone unlocked cell phones android 11, 8g+256g,ip 68 waterproof 8000mah battery,ip68 waterproof,48mp quad camera,6.3 inch screen,dual sim,nfc,poc intercom(red, 256g)",3.9,16,650.0,red,,2.62 pounds,,"september 4, 2021",6.3 inches,1920 x 1080,smartphone,android 11.0,,s20,8.0,128.0
product_B09TPWRVTN,"samsung galaxy z flip 3 flip3 5g fully unlocked android cell phone us version smartphone flex mode, intuitive camera compact - (renewed) (256gb, green)",B09TPWRVTN,"samsung galaxy z flip 3 flip3 5g fully unlocked android cell phone us version smartphone flex mode, intuitive camera compact - (renewed) (256gb, green)",4.7,13,431.99,green,,1 pounds,,"march 2, 2022",6.7 inches,,,android,,z flip 3 5g,,256.0
product_B00OXFMEWA,"huawei honor 4 play 4g unlocked smartphone 5.0 inch android 4.4 msm8916 quad core 1.2ghz ram 1gb rom 8gb with wifi display 5mp+8mp, fdd-lte & wcdma & gsm (black)",B00OXFMEWA,"huawei honor 4 play 4g unlocked smartphone 5.0 inch android 4.4 msm8916 quad core 1.2ghz ram 1gb rom 8gb with wifi display 5mp+8mp, fdd-lte & wcdma & gsm (black)",3.5,9,,,,9.6 ounces,huawei honor 4 play,"october 29, 2014",5 inches,1280 x 720,smartphone,android 4.4,"lcd, led",honor 4 play,,8.0
product_B0BGKCN2WZ,sony xperia 5 iv 5g xq-cq72 256gb 8gb ram factory unlocked (gsm only | no cdma - not compatible with verizon/sprint) – green,B0BGKCN2WZ,sony xperia 5 iv 5g xq-cq72 256gb 8gb ram factory unlocked (gsm only | no cdma - not compatible with verizon/sprint) – green,2.9,10,709.99,green,6.1 x 3 x 0.4 inches,8.4 ounces,xq-cq72,"september 27, 2022",6.1 inches,,smartphone,android 12.0,,xperia 5 iv,8.0,256.0
product_B0B68FBYDH,"ip 12 pro 4.66in unlocked smartphone, 512mb+4gb, for android 4.4.2, 0.3mp+ 2mp,1500mah, dual card dual standby cell phone, wifi+bt+fm supported, expanded 128gb memory(white)",B0B68FBYDH,"ip 12 pro 4.66in unlocked smartphone, 512mb+4gb, for android 4.4.2, 0.3mp+ 2mp,1500mah, dual card dual standby cell phone, wifi+bt+fm supported, expanded 128gb memory(white)",2.7,7,49.81,ip 12 pro white,,10.8 ounces,,"november 20, 2021",,480 x 854,smartphone,android 4.4,,ip12 pro,,4.0
product_B07CSVK1MF,"lg electronics k30 factory unlocked phone, 16gb (u.s. warranty) - 5.3"" - black",B07CSVK1MF,"lg electronics k30 factory unlocked phone, 16gb (u.s. warranty) - 5.3"" - black",3.4,25,,black,,,,,5.3 inches,,,android 7.1,,lg k30,,16.0
product_B09NQGXVJT,"umidigi rugged unlocked smartphones, bison x10 4g+64gb ip68/ip69k waterproof shockproof phone helio p60 android 11 6.53"" fhd+ 6150mah fast charge nfc rugged smartphone",B09NQGXVJT,"umidigi rugged unlocked smartphones, bison x10 4g+64gb ip68/ip69k waterproof shockproof phone helio p60 android 11 6.53"" fhd+ 6150mah fast charge nfc rugged smartphone",3.8,262,111.99,storm gray,,,,,6.53 inches,,,android,,bison x10,,128.0
product_B09PG71V2Z,"black shark 4 unlocked phone, 5g gaming phone, fast charging 120w cell phone 8+128gb, 144hz snapdragon 870 android phone, 6.67"" 48mp 4500mah nfc mobile phone global version -black",B09PG71V2Z,"black shark 4 unlocked phone, 5g gaming phone, fast charging 120w cell phone 8+128gb, 144hz snapdragon 870 android phone, 6.67"" 48mp 4500mah nfc mobile phone global version -black",4.4,385,,bs4-8+128gb-black,6.45 x 3.01 x 0.41 inches,7.4 ounces,black shark 4,"august 3, 2021",6.67 inches,,smartphone,android 11.0,amoled,black shark 4,8.0,128.0
product_B07X3FMY5S,"cubot rugged cell phone quest unlocked smartphone, 4000mah, ip68 waterproof, 5.5 inch hd display, 4gb ram+64gb, dual 4g sim,android 9.0, face id, fingerprint, no bloatware, black and red",B07X3FMY5S,"cubot rugged cell phone quest unlocked smartphone, 4000mah, ip68 waterproof, 5.5 inch hd display, 4gb ram+64gb, dual 4g sim,android 9.0, face id, fingerprint, no bloatware, black and red",3.7,85,,black+red,2.9 x 0.35 x 6.18 inches,5.85 ounces,cubot quest,"august 26, 2019",5.5 inches,,,android 9.0,,,,64.0
product_B071D6NN7F,"slide dual sim 4"" unlocked smartphone, quad core 1.3ghz processor, 8gb storage, 3g gsm coverage - black (sp4023)",B071D6NN7F,"slide dual sim 4"" unlocked smartphone, quad core 1.3ghz processor, 8gb storage, 3g gsm coverage - black (sp4023)",3.6,92,,,,,,,4 inches,,,android 5.1,,,,8.0
product_B00OSL6PH4,blu zoey 2.4 t278 unlocked gsm dual-sim cell phone - black/blue,B00OSL6PH4,blu zoey 2.4 t278 unlocked gsm dual-sim cell phone - black/blue,3.8,13,,blue,4.76 x 0.52 x 1.98 inches,2.57 ounces,,"october 22, 2014",2.4 inches,240 x 320,,,,,,32.0
product_B08G4M48F3,"oneplus 7 pro gm1925, 8gb ram + 256gb memory, sprint + gsm lte unlocked - nebula blue. (renewed)",B08G4M48F3,"oneplus 7 pro gm1925, 8gb ram + 256gb memory, sprint + gsm lte unlocked - nebula blue. (renewed)",3.9,29,,red,,,,,6.7 inches,,,,,oneplus 6t,,256.0
product_B08C6YB4LY,kyocera duraxv extreme e4810 16gb verizon | ultra-rugged flip phone ip68 rated | 4g lte hd voice| 5mp camera | 1770mah battery,B08C6YB4LY,kyocera duraxv extreme e4810 16gb verizon | ultra-rugged flip phone ip68 rated | 4g lte hd voice| 5mp camera | 1770mah battery,4.1,429,234.99,black,,6.8 ounces,,"july 1, 2020",78 inches,,flip,,led,duraxv extreme,2.0,16.0
product_B08KWPXSNN,"lg k22+ plus (64gb,3gb) 6.2 inch hd+,dual camera,mil-std 810g,us+latin 4g lte only gsm factory unlocked (at and t,t-mobile,metro,straight talk) international model lm-k200haw (red,w/ 64gb sd bundle)",B08KWPXSNN,"lg k22+ plus (64gb,3gb) 6.2 inch hd+,dual camera,mil-std 810g,us+latin 4g lte only gsm factory unlocked (at and t,t-mobile,metro,straight talk) international model lm-k200haw (red,w/ 64gb sd bundle)",3.7,331,,red,6 x 4 x 2 inches,9.6 ounces,,"january 1, 2020",6.2 inches,720 x 1520,,android 10.0,lcd,k22+ plus,3.0,64.0
product_B017HW9DEW,motorola moto g (3rd generation) no contract phone (virgin mobile) - retail packaging,B017HW9DEW,motorola moto g (3rd generation) no contract phone (virgin mobile) - retail packaging,3.5,90,,gray,0.24 x 3 x 6.06 inches,13.6 ounces,mot1548avb,"october 30, 2015",5.7 inches,,smartphone,,,moto x,,
product_B09238C448,tracfone lg journey 4g lte prepaid smartphone (locked) - black - 32gb - sim card included - cdma - fustration free packaging,B09238C448,tracfone lg journey 4g lte prepaid smartphone (locked) - black - 32gb - sim card included - cdma - fustration free packaging,4.3,1242,,black,6.75 x 2.5 x 10.38 inches,15.1 ounces,tflgl322dc32ap,"april 1, 2020",5.45 inches,,smartphone,android 9.0,,journey,2.0,32.0
product_B0B2W93VBZ,"umidigi power 7s cell phone, 4gb+64gb 6150mah battery unlocked smartphone with 6.7"" full screen +16mp ai triple camera android phone",B0B2W93VBZ,"umidigi power 7s cell phone, 4gb+64gb 6150mah battery unlocked smartphone with 6.7"" full screen +16mp ai triple camera android phone",3.9,18,,reef gray,,7.6 ounces,power 7s,"june 1, 2022",6.7 inches,,smartphone,,,power 7s,4.0,64.0
product_B07Y5TS6XX,total wireless samsung galaxy a10e 4g lte prepaid smartphone (locked) - black - 32gb - sim card included - cdma,B07Y5TS6XX,total wireless samsung galaxy a10e 4g lte prepaid smartphone (locked) - black - 32gb - sim card included - cdma,4.3,920,129.99,black,7.25 x 1.65 x 10.25 inches,5.9 ounces,twsas102dcp,"november 1, 2019",5.83 inches,,smartphone,android,,a10e,2.0,32.0
product_B00M78E4NW,"blu studio c mini quad core, 4.7"" ips, android 4.4 kk, 4g hspa+, 5mp camera - unlocked cell phones - pink",B00M78E4NW,"blu studio c mini quad core, 4.7"" ips, android 4.4 kk, 4g hspa+, 5mp camera - unlocked cell phones - pink",3.8,455,,pink,5.1 x 3.4 x 0.4 inches,5.5 ounces,d670u pink,"august 15, 2014",3.7,1920 x 1080,,android 4.4 kk,"lcd, led",,,4.0
product_B0CD2JH3M9,"doogee android 12 rugged smartphone - 2022 s61 rugged phone - 20mp night vision camera - 6gb+64gb - ip68 waterproof unlocked cell phone outdoor- 5180mah battery - 6.0"" ips hd- dual sim 4g (frosted)",B0CD2JH3M9,"doogee android 12 rugged smartphone - 2022 s61 rugged phone - 20mp night vision camera - 6gb+64gb - ip68 waterproof unlocked cell phone outdoor- 5180mah battery - 6.0"" ips hd- dual sim 4g (frosted)",4.0,97,199.99,frost,7 x 4 x 2 inches,9.4 ounces,s61,"june 16, 2022",6 inches,720 x 1440,smartphone,android 12.0,,s61,6.0,64.0
product_B098KK39W9,"samsung galaxy s20+ plus (128gb, 12gb) 6.7"" 120hz amoled, snapdragon 865 canada 5g global 4g lte (gsm + cdma) unlocked (at&t, verizon, t-mobile, metro) international model sm-g986w (cosmic black)",B098KK39W9,"samsung galaxy s20+ plus (128gb, 12gb) 6.7"" 120hz amoled, snapdragon 865 canada 5g global 4g lte (gsm + cdma) unlocked (at&t, verizon, t-mobile, metro) international model sm-g986w (cosmic black)",3.9,30,,cosmic black,6 x 4 x 2 inches,15.8 ounces,sm-g986w,"january 1, 2021",6.7 inches,1440 x 3200,slate,,amoled,galaxy s20+ plus,,128.0
product_B09ZL77W64,"black shark 5 pro unlocked gaming smartphone, 12 gb + 256 gb 5g cell phone, 6.67"" e4 144hz display, snapdragon 8 gen 1 + lpddr5 + ufs3.1, 64mp camera, 120w charging with 4650mah - black",B09ZL77W64,"black shark 5 pro unlocked gaming smartphone, 12 gb + 256 gb 5g cell phone, 6.67"" e4 144hz display, snapdragon 8 gen 1 + lpddr5 + ufs3.1, 64mp camera, 120w charging with 4650mah - black",4.3,75,,black,,1.63 pounds,black shark 5 pro,"june 1, 2022",6.67 inches,,smartphone,,,shark ktus-h0,256.0,256.0
product_B09SPH48ZV,"umidigi 5g rugged smartphones unlocked,bison gt2 pro 8g+256gb waterproof ip68/ip69k android 12 mediatek dimensity 900 6nm 64mp+8mp+5mp camera 6.5"" fhd +6150mah fast charge nfc cell phone",B09SPH48ZV,"umidigi 5g rugged smartphones unlocked,bison gt2 pro 8g+256gb waterproof ip68/ip69k android 12 mediatek dimensity 900 6nm 64mp+8mp+5mp camera 6.5"" fhd +6150mah fast charge nfc cell phone",3.3,221,,black,6.77 x 3.31 x 0.51 inches,9.9 ounces,bison gt2 5g pro,"february 17, 2022",6.5 inches,1920 x 1080,smartphone,*android 12 updates will be pushed via ota.,,gt2 pro 5g 8+256,8.0,256.0
product_B0934RR19J,samsung galaxy s21 256gb unlocked smartphone - gray (renewed),B0934RR19J,samsung galaxy s21 256gb unlocked smartphone - gray (renewed),4.2,110,338.99,phantom gray,6.7 x 3.4 x 2.44 inches,6 ounces,samsung galaxy s21 5g,"april 21, 2021",6.7 inches,,smartphone,android,,s21 5g,1.0,256.0
product_B07FXGHY1C,zte axon m z999 64gb unlocked gsm dual-screen phone w/ 20mp camera - black,B07FXGHY1C,zte axon m z999 64gb unlocked gsm dual-screen phone w/ 20mp camera - black,4.0,281,,carbon black,5.94 x 2.82 x 0.48 inches,7.7 ounces,,"may 2, 2019",5.2 inches,,foldable,android 7.1,,axon m z999,,64.0
product_B07G17DLMS,cricket wireless - cricket wave 16gb memory prepaid cell phone - blue,B07G17DLMS,cricket wireless - cricket wave 16gb memory prepaid cell phone - blue,3.6,54,,blue,6 x 8 x 2 inches,15.2 ounces,cricket wave,"july 30, 2018",5 inches,,smartphone,android 7.1,,,,16.0
product_B08Z6Z79SK,"xiaomi redmi note 10 pro 64gb dual sim, gsm unlocked, (cdma verizon/sprint not supported) smartphone international version no warranty (glacier blue)",B08Z6Z79SK,"xiaomi redmi note 10 pro 64gb dual sim, gsm unlocked, (cdma verizon/sprint not supported) smartphone international version no warranty (glacier blue)",4.2,19,,blue,6.46 x 0.32 x 3.01 inches,0.035 ounces,k6,"september 22, 2021",6.67 inches,1080 x 2400,slate,,amoled,redmi note 10 pro,6.0,64.0
product_B09QQPTRYB,kyocera duraxe e4830 epic at&t flip smart phone 16gb rugged ptt wi-fi lte black (renewed),B09QQPTRYB,kyocera duraxe e4830 epic at&t flip smart phone 16gb rugged ptt wi-fi lte black (renewed),4.0,42,139.95,black,2.22 x 1.07 x 4.36 inches,11.4 ounces,e4830 epic duraxe,"january 14, 2022",2.6 inches,,flip,aosp 10,,e4830 duraxe epic,2.0,16.0
product_B00R590UNG,"microsoft lumia 535 unlocked smartphone with 5 mp camera, touch screen, 8gb memory, 5-inches, (black) - retail packaging",B00R590UNG,"microsoft lumia 535 unlocked smartphone with 5 mp camera, touch screen, 8gb memory, 5-inches, (black) - retail packaging",3.6,27,,black,5.52 x 0.35 x 2.85 inches,5.1 ounces,ms535lbk,"december 17, 2014",5 inches,,smartphone,windows 8.1,,lumia 535,,8.0
product_B003MW0IB4,"lg remarq phone, dark silver (sprint)",B003MW0IB4,"lg remarq phone, dark silver (sprint)",2.0,1,,dark silver,3.4 x 2.4 x 0.73 inches,4.8 ounces,remarq,"may 20, 2010",,,slide,,,,,
product_B07S8QZQ42,lg phoenix plus k30 / lm-x410as 16gb at&t unlocked smartphone (black) (renewed),B07S8QZQ42,lg phoenix plus k30 / lm-x410as 16gb at&t unlocked smartphone (black) (renewed),3.9,147,,black,,1.05 pounds,,"may 27, 2019",5.3 inches,,smartphone,android,,,,16.0
product_B01MZ72HPV,"magnetic wristband - super strong magnets with breathable material, adjustable wrist strap for holding screws, nails, bolts, drill bits and small tools - best unique tool gift for diy handyman",B01MZ72HPV,"magnetic wristband - super strong magnets with breathable material, adjustable wrist strap for holding screws, nails, bolts, drill bits and small tools - best unique tool gift for diy handyman",5.0,4,,"black,orange",,3.19 ounces,puren,"january 6, 2017",,,,,,,,
product_B085MLJLHF,"samsung galaxy z flip sm-f700u1 factory unlocked (att, tmobile, verizon, sprint) - us warranty (mirror black)",B085MLJLHF,"samsung galaxy z flip sm-f700u1 factory unlocked (att, tmobile, verizon, sprint) - us warranty (mirror black)",4.0,8,399.2,,,1.08 pounds,sm-f700uzkdxaa,"march 7, 2020",6.7 inches,,slate,android 10.0,"led, amoled",z flip,,256.0
product_B004AM5IBK,at&t f160 phone (at&t),B004AM5IBK,at&t f160 phone (at&t),2.7,8,,black,4.57 x 1.93 x 0.44 inches,3 ounces,f160,"march 2, 2010",2.4 inches,,bar,,lcd,f160,,8.0
product_B09JLYRDDF,"agm glory rugged smartphone 5g rugged phone unlocked dual sim, snapdragon 480, 6200mah, rugged cell phone 256gb rom 8gb ram, 20mp night vision camera, 48mp camera, 6.53'' fhd+ display, android 11",B09JLYRDDF,"agm glory rugged smartphone 5g rugged phone unlocked dual sim, snapdragon 480, 6200mah, rugged cell phone 256gb rom 8gb ram, 20mp night vision camera, 48mp camera, 6.53'' fhd+ display, android 11",3.7,18,499.99,black,5 x 4 x 2 inches,0.317 ounces,agm-g1-00001,"october 16, 2021",6.53 inches,2340 x 1080,smartphone,android 11.0,lcd,agm-g1-00001,8.0,256.0
product_B0BWVLGXV6,samsung galaxy a53 (5g) 128gb unlocked - black (renewed),B0BWVLGXV6,samsung galaxy a53 (5g) 128gb unlocked - black (renewed),3.7,90,220.7,black (unlocked ),6.28 x 2.94 x 0.32 inches,,galaxy a53 (5g) 128gb,"july 11, 2022",6.5,,bar,android 10.0,amoled,galaxy a53 5g,,128.0
product_B07GX1DBD9,asus zenfone v smartphone - verizon exclusive model - 32gb - saphire black (renewed),B07GX1DBD9,asus zenfone v smartphone - verizon exclusive model - 32gb - saphire black (renewed),4.2,14,,black,,7.2 ounces,cd-b6hc-x2wv,"august 28, 2018",6.2 inches,1920 x 1080,smartphone,,,zenfone v,,32.0
product_B01M1I180S,tracfone samsung galaxy j1 luna 4g lte prepaid smartphone with free $30 airtime bundle,B01M1I180S,tracfone samsung galaxy j1 luna 4g lte prepaid smartphone with free $30 airtime bundle,3.7,126,,black,5.2 x 0.36 x 2.7 inches,,tfsas120vcpet4,"june 28, 2016",4.5 inches,480x800,smartphone,android 6.0,amoled,galaxy j1 luna,,32.0
product_B00SZEFG70,blu studio energy - with 5000 mah super battery - us gsm- unlocked cell phones (gold),B00SZEFG70,blu studio energy - with 5000 mah super battery - us gsm- unlocked cell phones (gold),4.1,709,,gold,5.69 x 2.81 x 0.41 inches,6.4 ounces,d810u gold,"february 3, 2015",5 inches,1280 x 720,,android 4.4,lcd,blu studio energy,,8.0
product_B01M3X874A,lg v10 vs990 64gb white - verizon (renewed),B01M3X874A,lg v10 vs990 64gb white - verizon (renewed),3.3,41,,white,6.3 x 0.3 x 3.1 inches,6.7 ounces,,"october 31, 2016",5.7 inches,,smartphone,,lcd,v10,,64.0
product_B0825DRNDB,"yezz liv 1 red – unlocked smartphone – 16gb + 1gb, android pie (go edition), 1 year warranty",B0825DRNDB,"yezz liv 1 red – unlocked smartphone – 16gb + 1gb, android pie (go edition), 1 year warranty",3.1,17,,black/red,,9.2 ounces,,"november 29, 2019",5 inches,,smartphone,android 9.0,,liv 1,,16.0
