id,label,key,value,label,numeric_value,unit
spec_best_sellers_rank_amazonrenewed25286climatepledgefriendlyelectronics8341,"best sellers rank: {'amazon renewed': 25286, 'climate pledge friendly: electronics': 8341}",best_sellers_rank,"{'amazon renewed': 25286, 'climate pledge friendly: electronics': 8341}",best sellers rank,,
spec_item_dimensions_lxwxh_48x13x05inches,item dimensions lxwxh: 4.8 x 1.3 x 0.5 inches,item_dimensions_lxwxh,4.8 x 1.3 x 0.5 inches,item dimensions lxwxh,,
spec_weight_229grams,weight: 229 grams,weight,229 grams,weight,229.0,g
spec_charging_time_71minutes,charging time: 71 minutes,charging_time,71 minutes,charging time,,
spec_best_sellers_rank_amazonrenewed14297climatepledgefriendlyelectronics5987,"best sellers rank: {'amazon renewed': 14297, 'climate pledge friendly: electronics': 5987}",best_sellers_rank,"{'amazon renewed': 14297, 'climate pledge friendly: electronics': 5987}",best sellers rank,,
spec_special_features_smartphoneexpandablememorytouchscreencamera,"special features: smartphone, expandable-memory, touchscreen, camera",special_features,"smartphone, expandable-memory, touchscreen, camera",special features,,
spec_package_dimensions_76x52x17inches,package dimensions: 7.6 x 5.2 x 1.7 inches,package_dimensions,7.6 x 5.2 x 1.7 inches,package dimensions,,
spec_resolution_720x1280,resolution: 720 x 1280,resolution,720 x 1280,resolution,,
spec_package_dimensions_74x551x307inches,package dimensions: 7.4 x 5.51 x 3.07 inches,package_dimensions,7.4 x 5.51 x 3.07 inches,package dimensions,,
spec_best_sellers_rank_amazonrenewed43472,best sellers rank: {'amazon renewed': 43472},best_sellers_rank,{'amazon renewed': 43472},best sellers rank,,
spec_weight_213grams,weight: 213 grams,weight,213 grams,weight,213.0,g
spec_package_dimensions_625x35x2inches,package dimensions: 6.25 x 3.5 x 2 inches,package_dimensions,6.25 x 3.5 x 2 inches,package dimensions,,
spec_phone_standby_time_with_data_340hours,phone standby time (with data): 340 hours,phone_standby_time_with_data,340 hours,phone standby time (with data),340.0,h
spec_os_android90coloros6,"os: android 9.0, coloros 6",os,"android 9.0, coloros 6",os,,
spec_weight_063kilograms,weight: 0.63 kilograms,weight,0.63 kilograms,weight,0.63,kg
spec_best_sellers_rank_amazonrenewed828climatepledgefriendlyelectronics1918,"best sellers rank: {'amazon renewed': 828, 'climate pledge friendly: electronics': 1918}",best_sellers_rank,"{'amazon renewed': 828, 'climate pledge friendly: electronics': 1918}",best sellers rank,,
spec_charging_time_106minutes,charging time: 106 minutes,charging_time,106 minutes,charging time,,
spec_best_sellers_rank_amazonrenewed38068climatepledgefriendlyelectronics9974,"best sellers rank: {'amazon renewed': 38068, 'climate pledge friendly: electronics': 9974}",best_sellers_rank,"{'amazon renewed': 38068, 'climate pledge friendly: electronics': 9974}",best sellers rank,,
spec_best_sellers_rank_amazonrenewed21778climatepledgefriendlyelectronics7679,"best sellers rank: {'amazon renewed': 21778, 'climate pledge friendly: electronics': 7679}",best_sellers_rank,"{'amazon renewed': 21778, 'climate pledge friendly: electronics': 7679}",best sellers rank,,
spec_special_features_4gltegsmdualcameratouchscreen,"special features: 4g lte gsm, dual camera, touchscreen",special_features,"4g lte gsm, dual camera, touchscreen",special features,,
spec_weight_794ounces,weight: 7.94 ounces,weight,7.94 ounces,weight,7.94,oz
spec_special_features_electronicimagestabilizationeisopticalimagestabilizationoisfingerprintrecognitiononscreenfacerecognitionbixbyip68gpsnfcaodusbtypec4500mahchargingsupportmax25wqiwirelesschargingmax15wrear6400megapixels1200megapixels1200megapixels30megapixelsfront10megapixelsvideo4320pquhd24fpswifi6bluetoothv50nanosimsmartphoneandroid101702cm67inchdamoled3200x1440525ppi120hz209snapdragon8657nmram12gbbuiltin256gbmicrosdupto1tb5gnrlteacat20width737mmheight1619mmthickness78mmweight188g,"special features: electronic image stabilization (eis) / optical image stabilization (ois) / fingerprint recognition (on-screen) / face recognition / bixby, ip68 / gps / nfc / aod / usb type c / 4,500mah / charging support: max.25w / qi wireless charging : max 15w, rear: 6,400 megapixels + 1,200 megapixels + 1,200 megapixels + 30 megapixels / front: 10 megapixels / video: 4320p (quhd), 24fps, wifi6 / bluetooth v5.0 / nano sim, smartphone / android 10 / 17.02cm (6.7 inch) / d-amoled, 3200x1440 / 525ppi / 120hz / 20:9 / snapdragon 865 / 7nm+, ram: 12gb / built-in: 256gb / microsd: up to 1tb / 5g nr / lte -a cat.20, width: 73.7mm / height: 161.9mm / thickness:7.8mm / weight:188g",special_features,"electronic image stabilization (eis) / optical image stabilization (ois) / fingerprint recognition (on-screen) / face recognition / bixby, ip68 / gps / nfc / aod / usb type c / 4,500mah / charging support: max.25w / qi wireless charging : max 15w, rear: 6,400 megapixels + 1,200 megapixels + 1,200 megapixels + 30 megapixels / front: 10 megapixels / video: 4320p (quhd), 24fps, wifi6 / bluetooth v5.0 / nano sim, smartphone / android 10 / 17.02cm (6.7 inch) / d-amoled, 3200x1440 / 525ppi / 120hz / 20:9 / snapdragon 865 / 7nm+, ram: 12gb / built-in: 256gb / microsd: up to 1tb / 5g nr / lte -a cat.20, width: 73.7mm / height: 161.9mm / thickness:7.8mm / weight:188g",special features,,
spec_special_features_customkey8core4gbram64gbrom65inchdisplaynfcgooglepay3cardslot,"special features: custom key, 8-core, 4gb ram, 64gb rom, 6.5-inch display, nfc & google pay, 3-card slot",special_features,"custom key, 8-core, 4gb ram, 64gb rom, 6.5-inch display, nfc & google pay, 3-card slot",special features,,
spec_other_camera_features_16mpfrontcamerafov77f2220mpmainrearcamerafov81f182mpmacrofov75f28,"other camera features: 16mp front camera (fov 77° / f/2.2), 20mp main rear camera (fov 81° / f/1.8) + 2mp macro (fov 75° / f/2.8)",other_camera_features,"16mp front camera (fov 77° / f/2.2), 20mp main rear camera (fov 81° / f/1.8) + 2mp macro (fov 75° / f/2.8)",other camera features,,
spec_battery_power_rating_517999milliamperehourmah,battery power rating: 5179.99 milliampere hour (mah),battery_power_rating,5179.99 milliampere hour (mah),battery power rating,,
spec_phone_standby_time_with_data_282hours,phone standby time (with data): 282 hours,phone_standby_time_with_data,282 hours,phone standby time (with data),282.0,h
spec_best_sellers_rank_amazonrenewed3998climatepledgefriendlyelectronics3681,"best sellers rank: {'amazon renewed': 3998, 'climate pledge friendly: electronics': 3681}",best_sellers_rank,"{'amazon renewed': 3998, 'climate pledge friendly: electronics': 3681}",best sellers rank,,
spec_package_dimensions_59x58x3inches,package dimensions: 5.9 x 5.8 x 3 inches,package_dimensions,5.9 x 5.8 x 3 inches,package dimensions,,
spec_display_type_touchscreen,display type: touchscreen,display_type,touchscreen,display type,,
spec_best_sellers_rank_climatepledgefriendly102016climatepledgefriendlyelectronics12438,"best sellers rank: {'climate pledge friendly': 102016, 'climate pledge friendly: electronics': 12438}",best_sellers_rank,"{'climate pledge friendly': 102016, 'climate pledge friendly: electronics': 12438}",best sellers rank,,
spec_best_sellers_rank_amazonrenewed40574climatepledgefriendlyelectronics10251,"best sellers rank: {'amazon renewed': 40574, 'climate pledge friendly: electronics': 10251}",best_sellers_rank,"{'amazon renewed': 40574, 'climate pledge friendly: electronics': 10251}",best sellers rank,,
spec_package_dimensions_92x6x32inches,package dimensions: 9.2 x 6 x 3.2 inches,package_dimensions,9.2 x 6 x 3.2 inches,package dimensions,,
spec_package_dimensions_7x39x05inches,package dimensions: 7 x 3.9 x 0.5 inches,package_dimensions,7 x 3.9 x 0.5 inches,package dimensions,,
spec_special_features_fastchargingsupportdualbandltebuiltingps,"special features: fast charging support, dual band, lte, built-in gps",special_features,"fast charging support, dual band, lte, built-in gps",special features,,
spec_weight_1965grams,weight: 196.5 grams,weight,196.5 grams,weight,196.5,g
spec_best_sellers_rank_amazonrenewed40402climatepledgefriendlyelectronics10217,"best sellers rank: {'amazon renewed': 40402, 'climate pledge friendly: electronics': 10217}",best_sellers_rank,"{'amazon renewed': 40402, 'climate pledge friendly: electronics': 10217}",best sellers rank,,
spec_special_features_touchscreenmyuxexpandablememorygoogleassistantnfc5gnetworkwaterresistantvideocallingtextmessaging35mmheadphonejacksinglesim1nanosim1microsdfingerprintsensorsmartphonebuiltingpsmobilehotspotcapabilitypersonalizestyleswallpaperslayoutmoto,"special features: touchscreen, my ux, expandable memory, google assistant, nfc, 5g network, water resistant, video calling, text/messaging, 3.5mm headphone jack, single sim (1 nano sim + 1 microsd), fingerprint sensor, smartphone, built-in gps, mobile hotspot capability, personalize: styles, wallpapers, layout moto",special_features,"touchscreen, my ux, expandable memory, google assistant, nfc, 5g network, water resistant, video calling, text/messaging, 3.5mm headphone jack, single sim (1 nano sim + 1 microsd), fingerprint sensor, smartphone, built-in gps, mobile hotspot capability, personalize: styles, wallpapers, layout moto",special features,,
spec_other_camera_features_48mpf1816mquadpixeltechnology,"other camera features: 48mp (f/1.8, 1.6μm) | quad pixel technology",other_camera_features,"48mp (f/1.8, 1.6μm) | quad pixel technology",other camera features,,
spec_special_features_gpsglonassbeidougalileoproximityaccelerometermagneticgyroscopenfcotgcubotkingkong5proruggedphone8000mahbatteryoutdoorsmartphone64gbrom4gbram61hdscreen7201560ip68ip69kwaterproofandroid11dualloudstereospeakersbluetoothenabledfastchargingsupportdualnanosimcard1nanosimand1tfcard256gbextendedoctacoreprocessortextmessaging4kvideorecordingcamerafingerprintsensormobilehotspotcapabilityfaceid,"special features: gps+glonass+beidou+galileo/proximity/accelerometer/magnetic/gyroscope/nfc/otg; cubot kingkong 5 pro rugged phone; 8000mah battery outdoor smartphone; 64gb rom +4gb ram; 6.1''hd+ screen（720*1560）; ip68 & ip69k waterproof; android 11; dual loud stereo speakers; bluetooth enabled, fast charging support; dual nano sim card &1 nano sim and 1 tf card; 256gb extended, octa core processor, text/messaging, 4k video recording, camera, fingerprint sensor; mobile hotspot capability; face id",special_features,"gps+glonass+beidou+galileo/proximity/accelerometer/magnetic/gyroscope/nfc/otg; cubot kingkong 5 pro rugged phone; 8000mah battery outdoor smartphone; 64gb rom +4gb ram; 6.1''hd+ screen（720*1560）; ip68 & ip69k waterproof; android 11; dual loud stereo speakers; bluetooth enabled, fast charging support; dual nano sim card &1 nano sim and 1 tf card; 256gb extended, octa core processor, text/messaging, 4k video recording, camera, fingerprint sensor; mobile hotspot capability; face id",special features,,
spec_package_dimensions_457x276x232inches,package dimensions: 4.57 x 2.76 x 2.32 inches,package_dimensions,4.57 x 2.76 x 2.32 inches,package dimensions,,
spec_charging_time_4hours,charging time: 4 hours,charging_time,4 hours,charging time,4.0,h
spec_best_sellers_rank_amazonrenewed32289climatepledgefriendlyelectronics9236,"best sellers rank: {'amazon renewed': 32289, 'climate pledge friendly: electronics': 9236}",best_sellers_rank,"{'amazon renewed': 32289, 'climate pledge friendly: electronics': 9236}",best sellers rank,,
spec_phone_standby_time_with_data_410hours,phone standby time (with data): 410 hours,phone_standby_time_with_data,410 hours,phone standby time (with data),410.0,h
spec_package_dimensions_83x82x23inches,package dimensions: 8.3 x 8.2 x 2.3 inches,package_dimensions,8.3 x 8.2 x 2.3 inches,package dimensions,,
spec_special_features_hdrcameraandroid10system9v2afastchargingstyle120wideangel6gb128gbmemory,"special features: 🔔【hdr camera】, 🔔【android 10 system】, 🔔【9v/2a fast charging style】, 🔔【120° wide-angel】, 🔔【6gb + 128gb memory】",special_features,"🔔【hdr camera】, 🔔【android 10 system】, 🔔【9v/2a fast charging style】, 🔔【120° wide-angel】, 🔔【6gb + 128gb memory】",special features,,
spec_standing_screen_display_size_57feet,standing screen display size: 5.7 feet,standing_screen_display_size,5.7 feet,standing screen display size,,
spec_package_dimensions_71x43x27inches,package dimensions: 7.1 x 4.3 x 2.7 inches,package_dimensions,7.1 x 4.3 x 2.7 inches,package dimensions,,
spec_best_sellers_rank_amazonrenewed14107climatepledgefriendlyelectronics5854,"best sellers rank: {'amazon renewed': 14107, 'climate pledge friendly: electronics': 5854}",best_sellers_rank,"{'amazon renewed': 14107, 'climate pledge friendly: electronics': 5854}",best sellers rank,,
spec_special_features_buildmaterialsaluminumbodyglassfront,"special features: build, materials aluminum body, glass front",special_features,"build, materials aluminum body, glass front",special features,,
spec_package_dimensions_65x65x4inches,package dimensions: 6.5 x 6.5 x 4 inches,package_dimensions,6.5 x 6.5 x 4 inches,package dimensions,,
spec_display_size_09inches,display size: 0.9 inches,display_size,0.9 inches,display size,0.9,inch
spec_phone_talk_time_270minutes,phone talk time: 270 minutes,phone_talk_time,270 minutes,phone talk time,,
spec_battery_power_rating_850,battery power rating: 850,battery_power_rating,850,battery power rating,,
spec_weight_13096grams,weight: 130.96 grams,weight,130.96 grams,weight,130.96,g
spec_charging_time_25minutes,charging time: 25 minutes,charging_time,25 minutes,charging time,,
spec_best_sellers_rank_amazonrenewed30495climatepledgefriendlyelectronics9000,"best sellers rank: {'amazon renewed': 30495, 'climate pledge friendly: electronics': 9000}",best_sellers_rank,"{'amazon renewed': 30495, 'climate pledge friendly: electronics': 9000}",best sellers rank,,
spec_weight_054pounds,weight: 0.54 pounds,weight,0.54 pounds,weight,0.54,lb
spec_best_sellers_rank_amazonrenewed1758climatepledgefriendlyelectronics2656,"best sellers rank: {'amazon renewed': 1758, 'climate pledge friendly: electronics': 2656}",best_sellers_rank,"{'amazon renewed': 1758, 'climate pledge friendly: electronics': 2656}",best sellers rank,,
spec_special_features_fastchargingsupportsmartphonewaterresistantip52waterrepellentdesign,"special features: fast charging support, smartphone, water resistant, ip52 water repellent design",special_features,"fast charging support, smartphone, water resistant, ip52 water repellent design",special features,,
spec_charging_time_10minutes,charging time: 10 minutes,charging_time,10 minutes,charging time,,
spec_standing_screen_display_size_71inches,standing screen display size: 7.1 inches,standing_screen_display_size,7.1 inches,standing screen display size,7.1,inch
spec_battery_capacity_5600milliamphours,battery capacity: 5600 milliamp hours,battery_capacity,5600 milliamp hours,battery capacity,,
spec_battery_power_rating_2amphours,battery power rating: 2 amp hours,battery_power_rating,2 amp hours,battery power rating,,
spec_charging_time_2amphours,charging time: 2 amp hours,charging_time,2 amp hours,charging time,,
spec_compatible_phone_models_iphone6,compatible phone models: iphone 6,compatible_phone_models,iphone 6,compatible phone models,,
spec_package_dimensions_47x35x23inches,package dimensions: 4.7 x 3.5 x 2.3 inches,package_dimensions,4.7 x 3.5 x 2.3 inches,package dimensions,,
spec_phone_standby_time_with_data_301hours,phone standby time (with data): 301 hours,phone_standby_time_with_data,301 hours,phone standby time (with data),301.0,h
spec_special_features_dualsimoctacoreprocessordualcamerasmartphone,"special features: dual-sim, octa-core-processor, dual-camera, smartphone",special_features,"dual-sim, octa-core-processor, dual-camera, smartphone",special features,,
spec_weight_45ounces,weight: 4.5 ounces,weight,4.5 ounces,weight,4.5,oz
spec_best_sellers_rank_amazonrenewed36608climatepledgefriendlyelectronics9796,"best sellers rank: {'amazon renewed': 36608, 'climate pledge friendly: electronics': 9796}",best_sellers_rank,"{'amazon renewed': 36608, 'climate pledge friendly: electronics': 9796}",best sellers rank,,
spec_standing_screen_display_size_62,standing screen display size: 6.2,standing_screen_display_size,6.2,standing screen display size,,
spec_package_dimensions_748x63x315inches,package dimensions: 7.48 x 6.3 x 3.15 inches,package_dimensions,7.48 x 6.3 x 3.15 inches,package dimensions,,
spec_special_features_smartphonetouchscreencameralte,"special features: smartphone, touchscreen, camera, lte",special_features,"smartphone, touchscreen, camera, lte",special features,,
spec_package_dimensions_74x58x25inches,package dimensions: 7.4 x 5.8 x 2.5 inches,package_dimensions,7.4 x 5.8 x 2.5 inches,package dimensions,,
spec_special_features_bluetoothenabledbuiltingpsbasicphonecamera,"special features: bluetooth-enabled, built-in-gps, basic-phone, camera",special_features,"bluetooth-enabled, built-in-gps, basic-phone, camera",special features,,
spec_special_features_transparentdesignwithlightingfan5050mahaircooledquickchargingbattery450hztouchpadshouldertriggersmkeysupportsupto66wcharging720hzmultifingertouchsampling,"special features: transparent design with lighting fan, 5050mah air-cooled quick charging battery, 450hz touchpad shoulder triggers + m key, supports up to 66w charging, 720hz multi-finger touch sampling",special_features,"transparent design with lighting fan, 5050mah air-cooled quick charging battery, 450hz touchpad shoulder triggers + m key, supports up to 66w charging, 720hz multi-finger touch sampling",special features,,
spec_battery_power_rating_5050,battery power rating: 5050,battery_power_rating,5050,battery power rating,,
spec_best_sellers_rank_amazonrenewed29185climatepledgefriendlyelectronics8831,"best sellers rank: {'amazon renewed': 29185, 'climate pledge friendly: electronics': 8831}",best_sellers_rank,"{'amazon renewed': 29185, 'climate pledge friendly: electronics': 8831}",best sellers rank,,
spec_best_sellers_rank_amazonrenewed44823climatepledgefriendlyelectronics10712,"best sellers rank: {'amazon renewed': 44823, 'climate pledge friendly: electronics': 10712}",best_sellers_rank,"{'amazon renewed': 44823, 'climate pledge friendly: electronics': 10712}",best sellers rank,,
spec_special_features_waterproofdurable,"special features: waterproof, durable",special_features,"waterproof, durable",special features,,
spec_weight_04grams,weight: 0.4 grams,weight,0.4 grams,weight,0.4,g
spec_os_androidjellybean41,os: android jelly bean 4.1,os,android jelly bean 4.1,os,,
spec_special_features_touchscreenbluetoothenabledbuiltingpsdualcameratextmessagingexpandablememory,"special features: touchscreen, bluetooth-enabled, built-in-gpsdual-cameratext-messaging, expandable-memory",special_features,"touchscreen, bluetooth-enabled, built-in-gpsdual-cameratext-messaging, expandable-memory",special features,,
spec_other_camera_features_backcamera80mpautofocusfrontcamera13mp,other camera features: back camera: 8.0 mp /auto focus|front camera: 1.3 mp,other_camera_features,back camera: 8.0 mp /auto focus|front camera: 1.3 mp,other camera features,,
spec_phone_standby_time_with_data_20hours,phone standby time (with data): 20 hours,phone_standby_time_with_data,20 hours,phone standby time (with data),20.0,h
spec_package_dimensions_673x437x098inches,package dimensions: 6.73 x 4.37 x 0.98 inches,package_dimensions,6.73 x 4.37 x 0.98 inches,package dimensions,,
spec_phone_talk_time_312hours,phone talk time: 3.12 hours,phone_talk_time,3.12 hours,phone talk time,3.12,h
spec_phone_standby_time_with_data_416hours,phone standby time (with data): 416 hours,phone_standby_time_with_data,416 hours,phone standby time (with data),416.0,h
spec_memory_storage_capacity_120gb,memory storage capacity: 120 gb,memory_storage_capacity,120 gb,memory storage capacity,120.0,gb
spec_standing_screen_display_size_255inches,standing screen display size: 2.55 inches,standing_screen_display_size,2.55 inches,standing screen display size,2.55,inch
spec_package_dimensions_815x402x063inches,package dimensions: 8.15 x 4.02 x 0.63 inches,package_dimensions,8.15 x 4.02 x 0.63 inches,package dimensions,,
spec_weight_6grams,weight: 6 grams,weight,6 grams,weight,6.0,g
spec_package_dimensions_528x283x26inches,package dimensions: 5.28 x 2.83 x 2.6 inches,package_dimensions,5.28 x 2.83 x 2.6 inches,package dimensions,,
spec_package_dimensions_776x386x236inches,package dimensions: 7.76 x 3.86 x 2.36 inches,package_dimensions,7.76 x 3.86 x 2.36 inches,package dimensions,,
spec_best_sellers_rank_amazonrenewed50880,best sellers rank: {'amazon renewed': 50880},best_sellers_rank,{'amazon renewed': 50880},best sellers rank,,
spec_memory_storage_capacity_3199gb,memory storage capacity: 31.99 gb,memory_storage_capacity,31.99 gb,memory storage capacity,31.99,gb
spec_ram_memory_installed_size_399gb,ram memory installed size: 3.99 gb,ram_memory_installed_size,3.99 gb,ram memory installed size,3.99,gb
spec_package_dimensions_579x331x252inches,package dimensions: 5.79 x 3.31 x 2.52 inches,package_dimensions,5.79 x 3.31 x 2.52 inches,package dimensions,,
spec_battery_capacity_1900milliamphours,battery capacity: 1900 milliamp hours,battery_capacity,1900 milliamp hours,battery capacity,,
spec_package_dimensions_10x825x225inches,package dimensions: 10 x 8.25 x 2.25 inches,package_dimensions,10 x 8.25 x 2.25 inches,package dimensions,,
spec_os_windows70,os: windows 7.0,os,windows 7.0,os,,
spec_package_dimensions_677x358x244inches,package dimensions: 6.77 x 3.58 x 2.44 inches,package_dimensions,6.77 x 3.58 x 2.44 inches,package dimensions,,
spec_best_sellers_rank_climatepledgefriendly37478climatepledgefriendlyelectronics5129,"best sellers rank: {'climate pledge friendly': 37478, 'climate pledge friendly: electronics': 5129}",best_sellers_rank,"{'climate pledge friendly': 37478, 'climate pledge friendly: electronics': 5129}",best sellers rank,,
spec_weight_734ounces,weight: 7.34 ounces,weight,7.34 ounces,weight,7.34,oz
spec_charging_time_80minutes,charging time: 80 minutes,charging_time,80 minutes,charging time,,
spec_special_features_8gbexpandablevirtualram108mptricamearawith20mpnightvisioncamera66wfastchargingsupportmediatekheliog996nmgamingchipdualhiresstereospeakers,"special features: 8gb expandable virtual ram, 108mp tri cameara with 20mp night vision camera, 66w fast charging support, mediatek helio g99 6nm gaming chip, dual hi-res stereo speakers",special_features,"8gb expandable virtual ram, 108mp tri cameara with 20mp night vision camera, 66w fast charging support, mediatek helio g99 6nm gaming chip, dual hi-res stereo speakers",special features,,
spec_other_camera_features_108mpaimaincamera20mpnightvisioncamera16mpwideanglemacrocamera,"other camera features: 108mp ai main camera, 20mp night vision camera & 16mp wide angle & macro camera",other_camera_features,"108mp ai main camera, 20mp night vision camera & 16mp wide angle & macro camera",other camera features,,
spec_battery_power_rating_10800,battery power rating: 10800,battery_power_rating,10800,battery power rating,,
spec_phone_standby_time_with_data_1268hours,phone standby time (with data): 1268 hours,phone_standby_time_with_data,1268 hours,phone standby time (with data),1268.0,h
spec_weight_376grams,weight: 376 grams,weight,376 grams,weight,376.0,g
spec_standing_screen_display_size_315inches,standing screen display size: 3.15 inches,standing_screen_display_size,3.15 inches,standing screen display size,3.15,inch
spec_package_dimensions_74x41x21inches,package dimensions: 7.4 x 4.1 x 2.1 inches,package_dimensions,7.4 x 4.1 x 2.1 inches,package dimensions,,
spec_best_sellers_rank_amazonrenewed33621climatepledgefriendlyelectronics9438,"best sellers rank: {'amazon renewed': 33621, 'climate pledge friendly: electronics': 9438}",best_sellers_rank,"{'amazon renewed': 33621, 'climate pledge friendly: electronics': 9438}",best sellers rank,,
spec_package_dimensions_72x6x14inches,package dimensions: 7.2 x 6 x 1.4 inches,package_dimensions,7.2 x 6 x 1.4 inches,package dimensions,,
spec_special_features_dualsim4kvideorecordingwirelesschargingwaterresistant,"special features: dual sim, 4k video recording, wireless charging, water resistant",special_features,"dual sim, 4k video recording, wireless charging, water resistant",special features,,
spec_battery_capacity_4510milliamphours,battery capacity: 4510 milliamp hours,battery_capacity,4510 milliamp hours,battery capacity,,
spec_charging_time_20minutes,charging time: 20 minutes,charging_time,20 minutes,charging time,,
spec_package_dimensions_634x346x228inches,package dimensions: 6.34 x 3.46 x 2.28 inches,package_dimensions,6.34 x 3.46 x 2.28 inches,package dimensions,,
spec_package_dimensions_811x402x063inches,package dimensions: 8.11 x 4.02 x 0.63 inches,package_dimensions,8.11 x 4.02 x 0.63 inches,package dimensions,,
spec_battery_capacity_7500milliamphours,battery capacity: 7500 milliamp hours,battery_capacity,7500 milliamp hours,battery capacity,,
spec_package_dimensions_76x53x36inches,package dimensions: 7.6 x 5.3 x 3.6 inches,package_dimensions,7.6 x 5.3 x 3.6 inches,package dimensions,,
spec_special_features_dualbandbluetoothenableddualcamerasmartphoneexpandablememorytouchscreen,"special features: dual-band, bluetooth-enabled, dual-camera, smartphone, expandable-memory, touchscreen",special_features,"dual-band, bluetooth-enabled, dual-camera, smartphone, expandable-memory, touchscreen",special features,,
spec_other_camera_features_backcamera80mpfrontcamera50mp,other camera features: back camera: 8.0mp|front camera: 5.0mp,other_camera_features,back camera: 8.0mp|front camera: 5.0mp,other camera features,,
spec_weight_120grams,weight: 120 grams,weight,120 grams,weight,120.0,g
spec_package_dimensions_75x49x25inches,package dimensions: 7.5 x 4.9 x 2.5 inches,package_dimensions,7.5 x 4.9 x 2.5 inches,package dimensions,,
spec_package_dimensions_882x65x201inches,package dimensions: 8.82 x 6.5 x 2.01 inches,package_dimensions,8.82 x 6.5 x 2.01 inches,package dimensions,,
spec_other_camera_features_front2mprear5mp,"other camera features: front 2mp, rear 5mp",other_camera_features,"front 2mp, rear 5mp",other camera features,,
spec_battery_capacity_4980milliamphours,battery capacity: 4980 milliamp hours,battery_capacity,4980 milliamp hours,battery capacity,,
spec_weight_273grams,weight: 273 grams,weight,273 grams,weight,273.0,g
spec_package_dimensions_65x45x23inches,package dimensions: 6.5 x 4.5 x 2.3 inches,package_dimensions,6.5 x 4.5 x 2.3 inches,package dimensions,,
spec_package_dimensions_528x276x189inches,package dimensions: 5.28 x 2.76 x 1.89 inches,package_dimensions,5.28 x 2.76 x 1.89 inches,package dimensions,,
spec_package_dimensions_67x44x2inches,package dimensions: 6.7 x 4.4 x 2 inches,package_dimensions,6.7 x 4.4 x 2 inches,package dimensions,,
spec_other_camera_features_primarycamera5mpsecondarycameravga,other camera features: primary camera: 5mp|secondary camera: vga,other_camera_features,primary camera: 5mp|secondary camera: vga,other camera features,,
spec_package_dimensions_72x4x23inches,package dimensions: 7.2 x 4 x 2.3 inches,package_dimensions,7.2 x 4 x 2.3 inches,package dimensions,,
spec_special_features_builtingpsbluetoothenableddualcameraquadcoreprocessorsmartphone,"special features: built-in-gps, bluetooth-enabled, dual-camera, quad-core-processor, smartphone",special_features,"built-in-gps, bluetooth-enabled, dual-camera, quad-core-processor, smartphone",special features,,
spec_charging_time_1amps,charging time: 1 amps,charging_time,1 amps,charging time,,
spec_os_hpwebos21,os: hp webos 2.1,os,hp webos 2.1,os,,
spec_other_camera_features_5mp25921944pixelsfixedfocus,"other camera features: 5 mp, 2592 ? 1944 pixels, fixed focus",other_camera_features,"5 mp, 2592 ? 1944 pixels, fixed focus",other camera features,,
spec_package_dimensions_665x402x209inches,package dimensions: 6.65 x 4.02 x 2.09 inches,package_dimensions,6.65 x 4.02 x 2.09 inches,package dimensions,,
spec_standing_screen_display_size_655,standing screen display size: 6.55,standing_screen_display_size,6.55,standing screen display size,,
spec_battery_capacity_4500milliamperehourmah,battery capacity: 4500 milliampere hour (mah),battery_capacity,4500 milliampere hour (mah),battery capacity,,
spec_package_dimensions_93x65x2inches,package dimensions: 9.3 x 6.5 x 2 inches,package_dimensions,9.3 x 6.5 x 2 inches,package dimensions,,
spec_package_dimensions_59x35x18inches,package dimensions: 5.9 x 3.5 x 1.8 inches,package_dimensions,5.9 x 3.5 x 1.8 inches,package dimensions,,
spec_os_androidos41,os: android os 4.1,os,android os 4.1,os,,
spec_special_features_bluetoothenableddualsimcameraquadband,"special features: bluetooth-enabled, dual-sim, camera, quad-band",special_features,"bluetooth-enabled, dual-sim, camera, quad-band",special features,,
spec_resolution_1280x1024,resolution: 1280 x 1024,resolution,1280 x 1024,resolution,,
spec_package_dimensions_1035x795x409inches,package dimensions: 10.35 x 7.95 x 4.09 inches,package_dimensions,10.35 x 7.95 x 4.09 inches,package dimensions,,
spec_resolution_720x1560,resolution: 720 x 1560,resolution,720 x 1560,resolution,,
spec_package_dimensions_547x531x205inches,package dimensions: 5.47 x 5.31 x 2.05 inches,package_dimensions,5.47 x 5.31 x 2.05 inches,package dimensions,,
spec_best_sellers_rank_amazonrenewed34745climatepledgefriendlyelectronics9589,"best sellers rank: {'amazon renewed': 34745, 'climate pledge friendly: electronics': 9589}",best_sellers_rank,"{'amazon renewed': 34745, 'climate pledge friendly: electronics': 9589}",best sellers rank,,
spec_package_dimensions_606x543x154inches,package dimensions: 6.06 x 5.43 x 1.54 inches,package_dimensions,6.06 x 5.43 x 1.54 inches,package dimensions,,
spec_package_dimensions_44x25x23inches,package dimensions: 4.4 x 2.5 x 2.3 inches,package_dimensions,4.4 x 2.5 x 2.3 inches,package dimensions,,
spec_best_sellers_rank_amazonrenewed47520climatepledgefriendlyelectronics10947,"best sellers rank: {'amazon renewed': 47520, 'climate pledge friendly: electronics': 10947}",best_sellers_rank,"{'amazon renewed': 47520, 'climate pledge friendly: electronics': 10947}",best sellers rank,,
spec_phone_talk_time_165minutes,phone talk time: 165 minutes,phone_talk_time,165 minutes,phone talk time,,
